
Standard & Poors 500 Index,Last: 4136.48,Change:  -43.28
"Date: February 3, 2023 at 11:24 PM EST",Bid: 4095.1599,Ask: 4182.2598,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Feb 03 2023,SPXW230203C03780000,366.42,-17.28,342.6,366.6,43,0,0,0,61,3780.00,SPXW230203P03780000,0.05,-0.1,0,0.05,5,0,0,0,430
Fri Feb 03 2023,SPXW230203C03785000,147.5,0,337.6,361.6,0,0,0,0,4,3785.00,SPXW230203P03785000,0.05,-0.1,0,0.05,19,0,0,0,3403
Fri Feb 03 2023,SPXW230203C03790000,380.52,6.82,332.6,356.6,2,0,0,0,43,3790.00,SPXW230203P03790000,0.1,0,0,0.05,0,0,0,0,758
Fri Feb 03 2023,SPXW230203C03795000,157.78,0,327.6,351.6,0,0,0,0,8,3795.00,SPXW230203P03795000,0.15,0,0,0.05,0,0,0,0,735
Fri Feb 03 2023,SPXW230203C03800000,341.12,-22.63,322.6,346.6,17,0,0,0,230,3800.00,SPXW230203P03800000,0.05,-0.1,0,0.05,41,0,0,0,12973
Fri Feb 03 2023,SPXW230203C03805000,149.58,0,317.6,341.6,0,0,0,0,39,3805.00,SPXW230203P03805000,0.05,-0.1,0,0.05,1,0,0,0,1832
Fri Feb 03 2023,SPXW230203C03810000,360.22,6.47,312.6,336.6,5,0,0,0,79,3810.00,SPXW230203P03810000,0.05,-0.1,0,0.05,3,0,0,0,4460
Fri Feb 03 2023,SPXW230203C03815000,357.6,0,307.6,331.6,0,0,0,0,17,3815.00,SPXW230203P03815000,0.05,-0.1,0,0.05,4,0,0,0,2762
Fri Feb 03 2023,SPXW230203C03820000,316.75,-27,302.6,326.6,4,0,0,0,65,3820.00,SPXW230203P03820000,0.05,-0.125,0,0.05,1,0,0,0,5402
Fri Feb 03 2023,SPXW230203C03825000,341.22,2.47,297.6,321.6,8,0,0,0,429,3825.00,SPXW230203P03825000,0.05,-0.125,0,0.05,18,0,0,0,2116
Fri Feb 03 2023,SPXW230203C03830000,311.8,-21.95,292.6,316.6,16,0,0,0,41,3830.00,SPXW230203P03830000,0.05,-0.125,0,0.05,5,0,0,0,1219
Fri Feb 03 2023,SPXW230203C03835000,328.14,-0.66,287.6,311.6,2,0,0,0,7,3835.00,SPXW230203P03835000,0.15,0,0,0.05,0,0,0,0,800
Fri Feb 03 2023,SPXW230203C03840000,334.61,10.81,282.6,306.6,16,0,0,0,191,3840.00,SPXW230203P03840000,0.15,0,0,0.05,0,0,0,0,2674
Fri Feb 03 2023,SPXW230203C03845000,282.07,-36.73,277.6,301.6,8,0,0,0,15,3845.00,SPXW230203P03845000,0.05,-0.125,0,0.05,9,0,0,0,497
Fri Feb 03 2023,SPXW230203C03850000,288.85,-24.95,272.6,296.6,39,0,0,0,1480,3850.00,SPXW230203P03850000,0.05,-0.125,0,0.05,307,0,0,0,5032
Fri Feb 03 2023,SPXW230203C03855000,310.37,1.57,267.6,291.6,1,0,0,0,34,3855.00,SPXW230203P03855000,0.05,-0.15,0,0.05,102,0,0,0,1182
Fri Feb 03 2023,SPXW230203C03860000,308.03,4.23,262.6,286.6,25,0,0,0,436,3860.00,SPXW230203P03860000,0.2,0,0,0.05,0,0,0,0,1810
Fri Feb 03 2023,SPXW230203C03865000,305.47,6.67,257.6,281.6,6,0,0,0,285,3865.00,SPXW230203P03865000,0.05,-0.15,0,0.05,1,0,0,0,1177
Fri Feb 03 2023,SPXW230203C03870000,274.45,-19.35,252.6,276.6,102,0,0,0,266,3870.00,SPXW230203P03870000,0.05,-0.175,0,0.05,115,0,0,0,1935
Fri Feb 03 2023,SPXW230203C03875000,291.6,2.75,247.6,271.6,3,0,0,0,245,3875.00,SPXW230203P03875000,0.05,-0.175,0,0.05,244,0,0,0,4231
Fri Feb 03 2023,SPXW230203C03880000,290.23,6.38,242.6,266.6,10,0,0,0,184,3880.00,SPXW230203P03880000,0.05,-0.175,0,0.05,20,0,0,0,1789
Fri Feb 03 2023,SPXW230203C03885000,243.2,-35.65,237.6,261.6,9,0,0,0,21,3885.00,SPXW230203P03885000,0.05,-0.175,0,0.05,5,0,0,0,2210
Fri Feb 03 2023,SPXW230203C03890000,241.92,-31.93,232.6,256.6,704,0,0,0,724,3890.00,SPXW230203P03890000,0.05,-0.175,0,0.05,43,0,0,0,2492
Fri Feb 03 2023,SPXW230203C03895000,272.49,3.64,227.6,251.6,4,0,0,0,40,3895.00,SPXW230203P03895000,0.05,-0.2,0,0.05,7,0,0,0,4118
Fri Feb 03 2023,SPXW230203C03900000,238.2,-25.7,222.6,246.6,29,0,0,0,904,3900.00,SPXW230203P03900000,0.05,-0.2,0,0.05,95,0,0,0,6764
Fri Feb 03 2023,SPXW230203C03905000,233.85,-25.05,217.6,241.6,3,0,0,0,60,3905.00,SPXW230203P03905000,0.05,-0.225,0,0.05,6,0,0,0,1012
Fri Feb 03 2023,SPXW230203C03910000,221.87,-32.03,212.6,236.6,29,0,0,0,164,3910.00,SPXW230203P03910000,0.05,-0.225,0,0.05,11,0,0,0,3043
Fri Feb 03 2023,SPXW230203C03915000,225.87,-23.08,211.4,235.4,23,0,0,0,129,3915.00,SPXW230203P03915000,0.05,-0.25,0,0.05,1,0,0,0,950
Fri Feb 03 2023,SPXW230203C03920000,256.5,12.55,202.4,226.4,17,0,0,0,116,3920.00,SPXW230203P03920000,0.05,-0.25,0,0.05,5,0,0,0,1106
Fri Feb 03 2023,SPXW230203C03925000,200.72,-38.23,204.2,220.2,8,0,0,0,2463,3925.00,SPXW230203P03925000,0.05,-0.275,0,0.05,1010,0,0,0,6606
Fri Feb 03 2023,SPXW230203C03930000,243.84,9.89,198.1,214.1,112,0,0,0,203,3930.00,SPXW230203P03930000,0.05,-0.3,0,0.05,13,0,0,0,1867
Fri Feb 03 2023,SPXW230203C03935000,223.82,-5.13,193.1,209.1,18,0,0,0,247,3935.00,SPXW230203P03935000,0.05,-0.3,0,0.05,32,0,0,0,1818
Fri Feb 03 2023,SPXW230203C03940000,210.58,-13.42,188.1,204.1,26,0,0,0,426,3940.00,SPXW230203P03940000,0.05,-0.325,0,0.05,241,0,0,0,1423
Fri Feb 03 2023,SPXW230203C03945000,218.02,-1.03,184.2,200.2,4,0,0,0,229,3945.00,SPXW230203P03945000,0.05,-0.35,0,0.05,289,0,0,0,909
Fri Feb 03 2023,SPXW230203C03950000,190.1,-23.95,178.1,194.1,66,0,0,0,3489,3950.00,SPXW230203P03950000,0.05,-0.35,0,0.05,549,0,0,0,7932
Fri Feb 03 2023,SPXW230203C03955000,189.2,-19.85,173.2,189.2,2,0,0,0,220,3955.00,SPXW230203P03955000,0.05,-0.4,0,0.05,763,0,0,0,590
Fri Feb 03 2023,SPXW230203C03960000,174.45,-29.65,168.2,184.2,21,0,0,0,499,3960.00,SPXW230203P03960000,0.05,-0.4,0,0.05,482,0,0,0,3060
Fri Feb 03 2023,SPXW230203C03965000,169.68,-29.47,163.2,179.2,10,0,0,0,408,3965.00,SPXW230203P03965000,0.05,-0.45,0,0.05,606,0,0,0,1024
Fri Feb 03 2023,SPXW230203C03970000,164.9,-29.25,159,175,74,0,0,0,325,3970.00,SPXW230203P03970000,0.05,-0.475,0,0.05,301,0,0,0,1615
Fri Feb 03 2023,SPXW230203C03975000,161.48,-27.72,154,170,24,0,0,0,2651,3975.00,SPXW230203P03975000,0.05,-0.5,0,0.05,2831,0,0,0,4223
Fri Feb 03 2023,SPXW230203C03980000,156.37,-27.88,149,165,60,0,0,0,523,3980.00,SPXW230203P03980000,0.05,-0.55,0,0.05,180,0,0,0,2428
Fri Feb 03 2023,SPXW230203C03985000,145.24,-34.01,144,160,14,0,0,0,342,3985.00,SPXW230203P03985000,0.05,-0.575,0,0.05,201,0,0,0,2999
Fri Feb 03 2023,SPXW230203C03990000,136.07,-38.28,139,155,35,0,0,0,995,3990.00,SPXW230203P03990000,0.05,-0.625,0,0.05,444,0,0,0,1056
Fri Feb 03 2023,SPXW230203C03995000,172.63,3.28,134,150,24,0,0,0,1564,3995.00,SPXW230203P03995000,0.05,-0.675,0,0.05,654,0,0,0,1098
Fri Feb 03 2023,SPXW230203C04000000,129.2,-35.2,130,146,289,0,0,0,4145,4000.00,SPXW230203P04000000,0.05,-0.725,0,0.05,3682,0,0,0,9423
Fri Feb 03 2023,SPXW230203C04005000,136.52,-22.88,125,141,44,0,0,0,506,4005.00,SPXW230203P04005000,0.05,-0.775,0,0.05,1367,0,0,0,1305
Fri Feb 03 2023,SPXW230203C04010000,122.9,-31.6,119,135,39,0,0,0,824,4010.00,SPXW230203P04010000,0.05,-0.85,0,0.05,2233,0,0,0,4470
Fri Feb 03 2023,SPXW230203C04015000,108.4,-41.2,114,130,33,0,0,0,432,4015.00,SPXW230203P04015000,0.05,-0.9,0,0.05,1694,0,0,0,3360
Fri Feb 03 2023,SPXW230203C04020000,116.67,-28.03,109.2,125.2,189,0,0,0,835,4020.00,SPXW230203P04020000,0.05,-1,0,0.05,1235,0,0,0,2619
Fri Feb 03 2023,SPXW230203C04025000,107.95,-31.9,105.3,121.3,129,0,0,0,1807,4025.00,SPXW230203P04025000,0.05,-1.1,0,0.05,7924,0,0,0,4228
Fri Feb 03 2023,SPXW230203C04030000,100.48,-34.42,100.7,110.7,105,0,0,0,1324,4030.00,SPXW230203P04030000,0.05,-1.2,0,0.05,2209,0,0,0,2664
Fri Feb 03 2023,SPXW230203C04035000,100.54,-29.46,95.7,105.7,165,0,0,0,462,4035.00,SPXW230203P04035000,0.05,-1.35,0,0.05,1119,0,0,0,2169
Fri Feb 03 2023,SPXW230203C04040000,95.64,-29.56,90.7,100.7,78,0,0,0,511,4040.00,SPXW230203P04040000,0.05,-1.5,0,0.05,9992,0,0,0,2585
Fri Feb 03 2023,SPXW230203C04045000,95.53,-24.87,85.7,95.7,99,0,0,0,630,4045.00,SPXW230203P04045000,0.05,-1.7,0,0.05,2821,0,0,0,1249
Fri Feb 03 2023,SPXW230203C04050000,78.96,-36.69,80.7,90.7,249,0,0,0,7868,4050.00,SPXW230203P04050000,0.05,-1.9,0,0.05,12584,0,0,0,9048
Fri Feb 03 2023,SPXW230203C04055000,74.33,-36.57,75.7,85.7,54,0,0,0,606,4055.00,SPXW230203P04055000,0.05,-2.15,0,0.05,6195,0,0,0,1600
Fri Feb 03 2023,SPXW230203C04060000,76.59,-29.56,70.7,80.7,375,0,0,0,988,4060.00,SPXW230203P04060000,0.05,-2.45,0,0.05,7710,0,0,0,2445
Fri Feb 03 2023,SPXW230203C04065000,75.63,-25.92,65.7,75.7,683,0,0,0,2447,4065.00,SPXW230203P04065000,0.05,-2.8,0,0.05,11918,0,0,0,3664
Fri Feb 03 2023,SPXW230203C04070000,59.93,-37.02,60.7,70.7,183,0,0,0,2378,4070.00,SPXW230203P04070000,0.05,-3.2,0,0.05,10938,0,0,0,3514
Fri Feb 03 2023,SPXW230203C04075000,63.66,-28.74,55.7,65.4,907,0,0,0,3446,4075.00,SPXW230203P04075000,0.05,-3.65,0,0.05,13211,0,0,0,2647
Fri Feb 03 2023,SPXW230203C04080000,55.72,-32.23,50.7,60.4,1445,0,0,0,1035,4080.00,SPXW230203P04080000,0.05,-4.2,0,0.05,13426,0,0,0,2330
Fri Feb 03 2023,SPXW230203C04085000,49,-34.5,45.7,55.4,139,0,0,0,852,4085.00,SPXW230203P04085000,0.05,-4.8,0,0.05,13761,0,0,0,1267
Fri Feb 03 2023,SPXW230203C04090000,47.57,-31.68,40.7,50.4,1663,0,0,0,1650,4090.00,SPXW230203P04090000,0.05,-5.45,0,0.05,21930,0,0,0,1453
Fri Feb 03 2023,SPXW230203C04095000,45.35,-29.6,35.7,45.4,148,0,0,0,287,4095.00,SPXW230203P04095000,0.05,-6.25,0,0.05,17453,0,0,0,924
Fri Feb 03 2023,SPXW230203C04100000,36,-34.75,30.7,40.4,1436,0,0,0,3762,4100.00,SPXW230203P04100000,0.05,-7.05,0,0.05,66736,0,0,0,4120
Fri Feb 03 2023,SPXW230203C04105000,34,-32.75,25.7,35.4,590,0,0,0,583,4105.00,SPXW230203P04105000,0.05,-8,0,0.05,22938,0,0,0,2769
Fri Feb 03 2023,SPXW230203C04110000,26.16,-36.59,20.7,30.4,971,0,0,0,1565,4110.00,SPXW230203P04110000,0.05,-9.05,0,0.05,42505,0,0,0,1428
